purchase_datetime,player_id,item,price,purchase_id
2019-01-01 04:52:03,74696eb9-8acb-4276-a19b-33310265ecba,mana,0.2,10444
2019-01-01 05:04:27,0da55545-f615-430c-b9cc-ffc1bd5f637d,mana,0.2,10445
2019-01-01 05:08:50,8c26d720-e5cc-418f-8263-dfebdf3649d8,mana,0.2,10446
2019-01-01 05:38:48,c9ad1509-4d85-49fc-9f0a-1e38479b1ba4,mana,0.2,10447
2019-01-01 05:44:39,2d9bb825-c632-4f40-9121-7a9c548f8acb,mana,0.2,10448
2019-01-01 05:51:52,29f39756-4bba-4c99-ab5d-c1cffec41ca4,mana,0.2,10449
2019-01-01 06:05:00,c17c51ac-8ad3-453c-a1c7-12465f9c0177,life,0.3,10450
2019-01-01 06:10:23,d5227595-2279-4262-affc-127138b75773,armour,0.1,10451
2019-01-01 06:40:17,2f87a0c8-ccfe-48be-ba35-f2459d79262f,life,0.3,10452
2019-01-01 06:41:21,4da8017f-680f-4c8b-a143-1f2a20141b66,armour,0.1,10453
2019-01-01 06:43:54,6400295f-7d6b-4a08-9849-1b9654718b25,life,0.3,10454
2019-01-01 07:12:33,2da271e7-93f5-459b-89db-79b408d1b115,mana,0.2,10455
2019-01-01 07:13:43,e292994c-f9e1-44ff-b0ca-49cecf1f1dd6,life,0.3,10456
2019-01-01 07:38:19,152dc889-47db-4850-ab7d-e23f569c638b,mana,0.2,10457
2019-01-01 07:50:32,a6c4d53b-50bf-41ad-8320-dcf621495f83,armour,0.1,10458
2019-01-01 07:55:59,d2a186a6-a727-49b2-992d-285acbc890cf,life,0.3,10459
2019-01-01 07:58:04,21fc806f-e823-4ba7-ad37-0cbd0b9a433a,armour,0.1,10460
2019-01-01 08:06:18,fc73355d-26b8-45dc-9cf8-e5fba5f819f8,mana,0.2,10461
2019-01-01 08:07:33,4db0832d-dcc5-43b2-8139-49f02b1ea4a5,armour,0.1,10462
2019-01-01 08:27:11,6ee7ebc3-222f-4bad-a071-5b31163ee13e,life,0.3,10463
2019-01-01 08:46:53,b310fa82-5b37-414c-9d0b-b31775b7d097,mana,0.2,10464
2019-01-01 08:51:57,3e11cb3d-fc46-4fe7-b253-dfb1933d5175,armour,0.1,10465
2019-01-01 08:57:37,430b165d-7d14-43f1-b51f-37622e42be69,life,0.3,10466
2019-01-01 09:16:36,c50d3ead-3397-4c2b-8865-a08f3550dc24,life,0.3,10467
2019-01-01 09:19:43,5cd34d63-c44f-46d8-81c2-e025cee474e2,mana,0.2,10468
2019-01-01 09:19:50,83c7efdc-382e-48e6-bcee-dbcb3daf0338,armour,0.1,10469
2019-01-01 09:47:15,396609eb-9ebb-4208-8a3a-cf1b9d904527,mana,0.2,10470
2019-01-01 11:11:09,d38ee0c4-f992-4a9f-9c5d-97a0d6730a8c,mana,0.2,10471
2019-01-01 11:16:19,e85bf9c8-9334-4cee-9b86-89b788e95e88,mana,0.2,10472
2019-01-01 11:26:56,b4b37d29-ffe9-42f6-a528-9a42840a32b2,life,0.3,10473
2019-01-01 11:49:25,31fa21b8-4bc9-4fc9-9038-b343d3c32972,mana,0.2,10474
2019-01-01 12:37:23,28a90084-daab-4a92-aec6-5083901c4b99,mana,0.2,10475
2019-01-01 13:04:57,decf1f16-f9b7-4617-965b-e615511b4822,life,0.3,10476
2019-01-01 13:09:15,973171fc-a238-4d5e-8dbb-9ad4991f86ff,mana,0.2,10477
2019-01-01 15:04:44,56a4d70c-3e41-4118-bfef-467fad9c4199,mana,0.2,10478
2019-01-01 15:13:29,67c6a1e7-6544-4ffb-bbb9-7eed39869251,life,0.3,10479
2019-01-01 15:18:37,17946718-1367-4db1-800e-ea054328396c,mana,0.2,10480
2019-01-01 15:29:08,2d9bb825-c632-4f40-9121-7a9c548f8acb,mana,0.2,10481
2019-01-01 16:03:18,b0c30882-8acb-4278-8b33-95c0d9c7eff1,armour,0.1,10482
2019-01-01 16:15:45,51ea736c-8216-407e-942b-6683383f0597,life,0.3,10483
2019-01-01 16:20:59,1fdfa574-28c3-48ed-ad76-0f889421d751,armour,0.1,10484
2019-01-01 16:25:43,807d818f-e086-44f3-9eb4-fd37b848e8d5,mana,0.2,10485
2019-01-01 16:40:12,56a4d70c-3e41-4118-bfef-467fad9c4199,life,0.3,10486
2019-01-01 16:49:15,a914013e-7ecc-4f12-a322-fe613ad754f3,mana,0.2,10487
2019-01-01 17:41:23,2f491520-12ff-497a-a5fa-6be6817dd48b,armour,0.1,10488
2019-01-01 18:04:24,2f87a0c8-ccfe-48be-ba35-f2459d79262f,mana,0.2,10489
2019-01-01 18:23:21,a1616c71-9ef5-46b5-a55b-2a3a53b0988b,armour,0.1,10490
2019-01-01 19:01:48,f44e7b00-a707-4e57-bfbb-9e31a4bb2404,armour,0.1,10491
2019-01-01 19:39:48,d07ce918-575d-442b-b923-61f258ba77f4,life,0.3,10492
2019-01-01 20:00:22,15321904-db62-4c34-b5d0-38216b876847,mana,0.2,10493
2019-01-01 20:05:28,b2261c87-f26d-46a4-aa5a-369239983ed2,mana,0.2,10494
2019-01-01 20:10:36,9ce9319b-f28b-41df-af3a-a020a4ed9209,armour,0.1,10495
2019-01-01 20:48:29,470e4f5b-b4e2-4409-9e10-be78cb784f7a,mana,0.2,10496
2019-01-01 20:54:53,3315a954-a40a-4c80-a15d-10178ebb3808,mana,0.2,10497
2019-01-01 21:40:04,24f5de70-1970-4caf-b4a7-cd46682acadd,armour,0.1,10498
2019-01-01 21:50:00,4692d17c-798b-460a-b091-1b72b193f368,mana,0.2,10499
2019-01-01 22:38:06,641d010f-98af-41e9-b4ea-c525fc2b016f,armour,0.1,10500
2019-01-01 23:14:00,f7e35071-609f-4cfe-b1b2-46f9e6d91057,armour,0.1,10501
2019-01-01 23:32:42,4b58b0cb-bd99-4712-b706-5de0cfbd0aa3,life,0.3,10502
2019-01-02 00:21:42,5adf1820-817d-48e3-9f81-4a5caffef86a,mana,0.2,10503
2019-01-02 00:48:27,c543f98a-08b1-4e10-8bc4-b310491653ce,mana,0.2,10504
2019-01-02 01:06:40,29f39756-4bba-4c99-ab5d-c1cffec41ca4,mana,0.2,10505
2019-01-02 01:10:23,0c016191-b0ac-4ef3-b3b4-ea80b351bacf,life,0.3,10506
2019-01-02 01:54:37,d649ded8-7fd1-471b-9788-453e8e63bf9e,armour,0.1,10507
2019-01-02 01:57:23,973171fc-a238-4d5e-8dbb-9ad4991f86ff,armour,0.1,10508
2019-01-02 02:11:15,7e70f35d-139a-40fd-bf46-af1c0073c8c7,mana,0.2,10509
2019-01-02 02:23:50,1b2f7625-4852-4760-8a2d-5da7c2791d51,mana,0.2,10510
2019-01-02 03:33:56,e05c4c87-1842-45ee-b327-28c215d01bc5,mana,0.2,10511
2019-01-02 03:49:31,c29c1ba5-ef62-4969-a9e9-5a091cd1c2ee,mana,0.2,10512
2019-01-02 03:50:12,72b5bff4-c24a-4627-b541-5764def77cb5,mana,0.2,10513
2019-01-02 03:56:41,334700a4-8f48-4eab-a3e0-fa7f8fd6cb85,mana,0.2,10514
2019-01-02 04:00:36,75ffeeca-5ae6-4933-bd19-ee29478344d7,armour,0.1,10515
2019-01-02 04:19:17,d8ff69cc-37e3-4399-90a5-915ce0720131,life,0.3,10516
2019-01-02 04:26:33,9b065b3b-b2ff-48db-88e1-a7825682e4b8,armour,0.1,10517
2019-01-02 04:33:05,a0f52054-a45a-424a-95e0-5cf78573f45c,mana,0.2,10518
2019-01-02 04:33:46,09dd1028-0591-4851-8958-e3d37776d790,life,0.3,10519
2019-01-02 04:48:49,b8e89a6d-c460-4290-9fd8-e09b23d3e843,armour,0.1,10520
2019-01-02 04:59:13,97748757-507b-4d39-914f-c0ec695c32c7,armour,0.1,10521
2019-01-02 04:59:15,270b2eb4-c7dd-4713-921c-12d2e6a90cf0,life,0.3,10522
2019-01-02 05:27:33,732b6fbc-161b-437a-941b-9ca4c5fbf1c9,life,0.3,10523
2019-01-02 05:40:48,e23e33b8-f9d2-40cf-a502-b6ef5e5a76a3,armour,0.1,10524
2019-01-02 05:42:53,47ff8418-443f-46fd-afb2-aa252a30370b,life,0.3,10525
2019-01-02 05:54:55,b883ea2e-a492-49af-9a76-7c10ac7d9346,mana,0.2,10526
2019-01-02 06:08:25,f7fcae9c-f4a7-4650-9b6c-19fcda4ae39a,mana,0.2,10527
2019-01-02 06:20:34,6a25ab9c-1bc0-4438-952c-3a20f8a1cb76,life,0.3,10528
2019-01-02 07:09:14,f289bb58-c8a4-4c08-819c-45688916907b,life,0.3,10529
2019-01-02 07:37:40,22d9eda1-e50a-440d-94f0-6d5ee00fffa1,life,0.3,10530
2019-01-02 07:40:19,ff6fb77c-447b-4d32-9e93-e2dc685c26b2,life,0.3,10531
2019-01-02 07:47:14,58546c44-5880-4c83-937d-5176ef469a03,mana,0.2,10532
2019-01-02 08:03:31,4a8310ca-8079-442b-9092-3d8bf47342da,life,0.3,10533
2019-01-02 08:21:30,45fb53e6-1c68-4313-8819-072794817b62,mana,0.2,10534
2019-01-02 08:37:18,1606e2e0-a7c5-4a06-b446-0a1c28970d3f,mana,0.2,10535
2019-01-02 09:00:17,26db2a42-76a2-45c8-938e-6deaf39d065b,life,0.3,10536
2019-01-02 09:05:19,cfab7fc9-6cc0-4bd4-bf55-7086cb5684c8,life,0.3,10537
2019-01-02 09:19:25,4ce21883-ba6e-44ea-b817-f2fa61abf13b,armour,0.1,10538
2019-01-02 10:30:21,8b55391b-6ed5-49a0-ad84-aafdf4ed623c,life,0.3,10539
2019-01-02 10:32:56,49849d86-e86e-4797-a4ab-809583ad6289,armour,0.1,10540
2019-01-02 10:35:00,e1b4f862-eb0e-49c5-bb86-586c45347023,life,0.3,10541
2019-01-02 10:58:59,81432e3a-7df1-4295-9ad6-1571c6aa6f3a,life,0.3,10542
2019-01-02 11:02:59,3e5c635c-beba-4a40-971e-f8e1c954c0f3,life,0.3,10543
2019-01-02 11:58:20,d5bbbbff-8345-4883-a2a9-1fa820ddd2e2,mana,0.2,10544
2019-01-02 12:12:50,9877906d-e585-4c55-8fe9-b8c13ae7066c,armour,0.1,10545
2019-01-02 12:24:05,79cb4739-9906-48fb-a064-51a550e8a11c,mana,0.2,10546
2019-01-02 12:26:06,c8697d8e-1381-40c4-b858-e2087c4b4d84,armour,0.1,10547
2019-01-02 12:31:49,c30ba2bf-7baf-4730-b4b6-e09fa207c4bf,life,0.3,10548
2019-01-02 12:53:10,66fd899a-2c4a-445d-94a0-c49c10193769,armour,0.1,10549
2019-01-02 13:05:56,5bc57b6e-bd80-4fb9-b36d-dcdb99e086ec,life,0.3,10550
2019-01-02 13:41:49,79d4c18e-76e1-433f-9c5e-22fd29db66e5,armour,0.1,10551
2019-01-02 13:45:38,d88727c5-c41f-4c9b-a7c7-cebf0ffe0f84,life,0.3,10552
2019-01-02 14:15:26,a2b9015d-a3d6-4c1b-a40d-8410cc4a720e,life,0.3,10553
2019-01-02 14:35:02,b2261c87-f26d-46a4-aa5a-369239983ed2,mana,0.2,10554
2019-01-02 14:45:30,9e412940-30fb-481d-aaf8-29de818a790b,mana,0.2,10555
2019-01-02 14:57:50,17485e60-d56c-444a-85ba-a74f55e5fcad,life,0.3,10556
2019-01-02 15:21:48,5e4ba5b4-e760-420c-a60f-de02eff5739c,armour,0.1,10557
2019-01-02 15:30:55,7f30f89e-4c1a-42ae-8559-939b43c985da,armour,0.1,10558
2019-01-02 15:54:08,c50d3ead-3397-4c2b-8865-a08f3550dc24,life,0.3,10559
2019-01-02 17:01:38,152dc889-47db-4850-ab7d-e23f569c638b,armour,0.1,10560
2019-01-02 18:12:47,189cc64c-1dcc-44fa-9287-82400fca8abb,life,0.3,10561
2019-01-02 18:25:45,f3577273-b73a-4d3d-a206-ba50bef2e126,mana,0.2,10562
2019-01-02 18:54:32,17106963-4abc-4ecd-8eed-ee4b67aa5a17,armour,0.1,10563
2019-01-02 19:36:42,6f4ad5ba-2b2b-4769-a527-b3381e4a5608,life,0.3,10564
2019-01-02 20:26:47,c1f8301c-0524-4bc5-a3a6-610c105f7205,mana,0.2,10565
2019-01-02 20:34:23,dacc444d-7862-43cf-a4da-5f3974bc68fd,armour,0.1,10566
2019-01-02 20:38:03,6aaf8ca6-a2dc-45cd-92c0-ae0566cc506b,life,0.3,10567
2019-01-02 20:51:43,4eb96594-4c46-48cb-9f8f-9b2d69119c5b,life,0.3,10568
2019-01-02 21:13:23,7c4edfb1-8a95-40a0-b6cd-7db3e96784db,armour,0.1,10569
2019-01-02 21:33:17,5b0a941d-c218-4cab-b101-e90f74971ece,armour,0.1,10570
2019-01-02 22:21:23,5cd34d63-c44f-46d8-81c2-e025cee474e2,mana,0.2,10571
2019-01-02 23:06:11,3e81e472-8527-4d90-9618-2729c27bc261,life,0.3,10572
2019-01-02 23:16:51,87560726-c1cd-425b-87dc-f3a2572cf8b6,mana,0.2,10573
2019-01-02 23:50:58,907be869-3dec-4e4a-9b45-5e22c0ed69c2,armour,0.1,10574
2019-01-02 23:51:58,4eb96594-4c46-48cb-9f8f-9b2d69119c5b,life,0.3,10575
2019-01-03 00:01:18,9be058f6-7c8a-4a93-8358-ba68ea40528a,life,0.3,10576
2019-01-03 00:31:03,2cd3aca6-a093-431a-9a33-caeb7236e8d1,life,0.3,10577
2019-01-03 01:07:20,130102ff-f9f5-4538-9fdb-b4e419cca51d,life,0.3,10578
2019-01-03 01:23:09,2ce64b82-a12d-4594-8389-66521e7b2a7e,life,0.3,10579
2019-01-03 01:34:51,1fdb464e-ebbf-47bf-8b44-d5c6c951ab18,mana,0.2,10580
2019-01-03 01:47:07,94fc0082-487e-4b59-80dd-31bad1463195,armour,0.1,10581
2019-01-03 01:58:45,ff6fb77c-447b-4d32-9e93-e2dc685c26b2,mana,0.2,10582
2019-01-03 02:27:24,de1780c5-4bc6-4780-86c6-4b9c7a371d91,mana,0.2,10583
2019-01-03 02:36:56,345f74af-c170-4651-bdaf-6a123d799927,mana,0.2,10584
2019-01-03 02:58:52,5c9357bb-c2fe-4a76-aad8-33ecaa927db1,armour,0.1,10585
2019-01-03 03:10:19,6a3895bb-ae5c-4529-82c2-70612821b858,armour,0.1,10586
2019-01-03 03:16:09,9fd3511d-274d-4f3c-a297-e17786711bb6,life,0.3,10587
2019-01-03 03:51:39,e65ca31f-af44-4234-adb5-71a0eefc62c4,armour,0.1,10588
2019-01-03 04:32:49,ffe9d380-9f51-407a-8f5e-dd21b38f77bc,armour,0.1,10589
2019-01-03 05:02:16,fe0907fa-c845-45e0-b900-89874d0ee9cc,life,0.3,10590
2019-01-03 05:03:00,f2373ed0-fcac-4433-8b91-3ff3cc4758c5,life,0.3,10591
2019-01-03 05:15:57,9ad952c9-3bc2-4b49-87cb-3e0d1ba4bf80,life,0.3,10592
2019-01-03 05:24:56,01c114a2-7e4d-4401-9d6e-38f539123167,life,0.3,10593
2019-01-03 05:32:38,8eea96d3-2a0d-421b-8ba0-7c4b6a3515a9,armour,0.1,10594
2019-01-03 06:16:01,7f9770a0-d142-411f-9fd5-e0e49a66f111,life,0.3,10595
2019-01-03 06:33:16,b555a20c-14c6-4679-ba5e-9d1ce02a6b57,armour,0.1,10596
2019-01-03 06:47:56,93f0baea-ebaa-4aba-a17d-bda62dc8d62a,life,0.3,10597
2019-01-03 06:50:15,b9b3f845-5765-46bc-a272-0fa822684705,armour,0.1,10598
2019-01-03 06:58:10,7d048fb0-94d7-4d4b-a05b-a676a26997b9,armour,0.1,10599
2019-01-03 07:08:03,138788ab-b91c-49b6-931f-ecc9a1f21e86,life,0.3,10600
2019-01-03 07:08:07,5e7627f5-99f1-450f-a7a7-1f92d75a7233,armour,0.1,10601
2019-01-03 07:56:14,6a9a65f7-befc-465e-99c8-d7f4cff8bfae,armour,0.1,10602
2019-01-03 08:02:41,8ac3c4d6-fb9e-4df9-b6a2-9437691572fc,life,0.3,10603
2019-01-03 08:18:13,0f136c87-52e2-4f5e-ad62-9ca1168b7405,life,0.3,10604
2019-01-03 08:36:34,d8f17fd3-7f72-45fa-87b0-04149093559f,armour,0.1,10605
2019-01-03 08:54:52,f54eb14b-97a1-49ed-9b5e-bf59b4d5f9bd,life,0.3,10606
2019-01-03 08:59:46,8ce4adc7-6840-4f89-bd07-d6bcff078c9f,life,0.3,10607
2019-01-03 09:29:16,e670b196-5881-429f-8cbe-dcf07e595a9c,armour,0.1,10608
2019-01-03 09:33:49,744204f9-4e9e-44c5-89d1-60ea0ca96333,mana,0.2,10609
2019-01-03 09:45:26,4b964e9f-30a3-43ae-834d-68a8f66482e2,life,0.3,10610
2019-01-03 09:56:43,c4f8df3f-e482-4208-a7f4-335758f072c6,life,0.3,10611
2019-01-03 09:59:25,d649ded8-7fd1-471b-9788-453e8e63bf9e,armour,0.1,10612
2019-01-03 10:08:04,56a4d70c-3e41-4118-bfef-467fad9c4199,mana,0.2,10613
2019-01-03 10:19:52,a0cbc7c0-fe49-4052-8cff-7d11ff4b4878,mana,0.2,10614
2019-01-03 10:22:22,b310fa82-5b37-414c-9d0b-b31775b7d097,life,0.3,10615
2019-01-03 10:23:10,037b7925-38e5-402c-bb6a-4e590e655ded,armour,0.1,10616
2019-01-03 10:25:35,4f7ba561-f2e2-4e48-b8c9-af03251d7d3a,mana,0.2,10617
2019-01-03 10:29:49,74696eb9-8acb-4276-a19b-33310265ecba,life,0.3,10618
2019-01-03 10:36:51,6c02c4eb-90c8-449b-b612-00b16227e6a9,life,0.3,10619
2019-01-03 10:49:49,8ecebde1-2dd6-43c4-8159-43ca178a5786,armour,0.1,10620
2019-01-03 10:55:40,2e28d02b-623b-4036-af59-9985116e751d,life,0.3,10621
2019-01-03 11:11:54,4f3381ef-db2a-4307-900c-3e7758f09f2e,armour,0.1,10622
2019-01-03 11:17:42,eb8dc0d8-cfb8-460d-a584-32b724dcfbfa,mana,0.2,10623
2019-01-03 11:23:26,1606e2e0-a7c5-4a06-b446-0a1c28970d3f,life,0.3,10624
2019-01-03 12:08:12,862907ec-5b94-4756-813c-aead39abb5f9,life,0.3,10625
2019-01-03 12:44:10,b3449de0-7b70-4e1c-8140-8b32bdd54fad,mana,0.2,10626
2019-01-03 13:12:33,5727f3bc-553b-4a7e-97bb-04dc58482bd6,life,0.3,10627
2019-01-03 13:19:26,3f7c1e0b-2802-4138-87fd-036cbb21c9ce,mana,0.2,10628
2019-01-03 13:38:28,8b571b46-093b-4abf-b2db-08d64ad9b33e,life,0.3,10629
2019-01-03 14:07:22,04ea04b3-8dbc-4bf6-bd29-244f0c164afd,armour,0.1,10630
2019-01-03 14:22:17,2f4b8b90-6252-4ab7-b10e-f29f840b0f10,mana,0.2,10631
2019-01-03 14:25:43,7db4851e-f20b-4da7-a9f1-3796ab1a153c,armour,0.1,10632
2019-01-03 14:42:29,3255aec9-fd67-4c68-a6e7-6b438332dbb5,life,0.3,10633
2019-01-03 14:44:38,d8de0bda-9b43-44e7-9ba2-2ea4b9b3823b,life,0.3,10634
2019-01-03 15:04:49,45fb53e6-1c68-4313-8819-072794817b62,armour,0.1,10635
2019-01-03 15:11:44,0d71875b-43fe-4694-a81e-5f10ccabe427,armour,0.1,10636
2019-01-03 15:31:28,51ea736c-8216-407e-942b-6683383f0597,life,0.3,10637
2019-01-03 15:52:56,95b3a5a8-63d3-4756-a104-eadcaad1ac9b,mana,0.2,10638
2019-01-03 16:16:03,338287dc-21fc-4ac6-a78d-d2a5e0c01931,life,0.3,10639
2019-01-03 16:17:24,d735b553-fb13-4569-bfc6-3c94922f3b1a,armour,0.1,10640
2019-01-03 16:29:07,1b2f7625-4852-4760-8a2d-5da7c2791d51,life,0.3,10641
2019-01-03 16:42:25,d53a3f2f-9528-48c9-ba68-985be4ec0f42,life,0.3,10642
2019-01-03 17:10:16,c2c27c8e-e73e-4c27-acf5-20ca7428d017,life,0.3,10643
2019-01-03 17:12:18,a9be671c-9766-456a-b885-98e60a02db3a,life,0.3,10644
2019-01-03 17:35:11,2db3993f-a051-4f5b-a169-0e795f3d7fbf,life,0.3,10645
2019-01-03 17:37:30,f42a0601-2f86-4b6f-b7b5-7ce715f42dad,life,0.3,10646
2019-01-03 18:39:30,4713eeee-c750-40d8-b90b-549fe6e1324a,life,0.3,10647
2019-01-03 18:41:37,61d8a70f-f48a-4539-b901-14cf1455ae6b,armour,0.1,10648
2019-01-03 18:45:46,7d56ba80-5b1c-45db-bf1c-053cab9d2a6c,life,0.3,10649
2019-01-03 18:58:13,1598ac42-2c1e-4401-a7a5-8ee6e268be91,life,0.3,10650
2019-01-03 19:08:00,8a543e5e-7228-40d7-be6f-dcd62f2e959e,armour,0.1,10651
2019-01-03 19:26:19,59811576-287d-44f6-b272-8909fc88f68e,mana,0.2,10652
2019-01-03 19:31:36,76090afe-d242-4e36-ae17-2ed1a06d00c4,armour,0.1,10653
2019-01-03 19:40:27,7f256e17-e09f-4a44-a17b-8d0a6dfc0fad,mana,0.2,10654
2019-01-03 19:51:55,b6d00ee1-a008-4f75-a2df-f95fa99e2775,life,0.3,10655
2019-01-03 19:53:26,69f2d7ae-6f2b-4604-9eae-beeaa6f1124a,mana,0.2,10656
2019-01-03 20:17:30,c7f86afe-0f84-4a48-93e0-b5c2734d051a,mana,0.2,10657
2019-01-03 20:40:11,04a750b5-1590-4537-b134-8851ee32e8cc,armour,0.1,10658
2019-01-03 21:21:29,0e060803-31e1-4b0f-8e45-65741d9f4d9e,life,0.3,10659
2019-01-03 21:41:16,77f4938b-c275-45e7-a291-d6fd35cd1c01,mana,0.2,10660
2019-01-03 21:53:44,3627eba4-9d69-4f81-8e5f-391c99c90fac,life,0.3,10661
2019-01-03 22:45:04,dbbe5ad3-afed-4a70-9aef-1a48a2126684,life,0.3,10662
2019-01-03 23:00:08,11bf0b63-a37d-4198-b151-dee6f594542a,armour,0.1,10663
2019-01-03 23:07:04,250984ed-40c9-4f42-9118-be300cf8d61a,armour,0.1,10664
2019-01-03 23:16:05,7f256e17-e09f-4a44-a17b-8d0a6dfc0fad,life,0.3,10665
2019-01-03 23:34:15,d0a42931-e48a-4349-a054-fa44777828a1,life,0.3,10666
2019-01-03 23:58:19,243edc94-948d-4a0f-86ec-ab4c17a5114c,life,0.3,10667
2019-01-04 00:36:55,4b3fcd9e-1685-443c-8662-ad609305fd46,life,0.3,10668
2019-01-04 00:58:31,d3c0a058-388a-4da9-90d6-c6882eed870d,armour,0.1,10669
2019-01-04 01:08:43,e46f123d-2f3d-4e33-a19a-e29a6ba67e70,armour,0.1,10670
2019-01-04 01:22:38,c31de55b-3145-4a70-a624-73b9fa04a292,armour,0.1,10671
2019-01-04 01:23:03,f938b4be-f56d-45b3-91c6-d955342ecde6,mana,0.2,10672
2019-01-04 01:23:37,bc939f16-c8bb-49f1-ade9-7f851e29507b,armour,0.1,10673
2019-01-04 02:17:43,fa50ded8-9572-4257-b629-967220a41a4c,armour,0.1,10674
2019-01-04 02:19:16,1c1d0542-c62a-4cf9-9f87-df2ba2fd27ae,life,0.3,10675
2019-01-04 02:53:30,33c09a37-df57-43e8-a6f8-5dce18d5735e,life,0.3,10676
2019-01-04 03:28:11,5899c23f-c660-4da8-b1d2-dea156d41c3b,life,0.3,10677
2019-01-04 03:29:53,d2a186a6-a727-49b2-992d-285acbc890cf,armour,0.1,10678
2019-01-04 04:14:08,17b0038b-a277-4228-a77d-4f6f4f5b6770,armour,0.1,10679
2019-01-04 04:18:26,3178b034-0c1c-422e-8494-151c5cc3a8ba,life,0.3,10680
2019-01-04 04:32:52,8b10ff8e-e24f-4460-9311-06c94e9b4854,life,0.3,10681
2019-01-04 05:30:29,26e2462d-e80e-4d7d-995e-37284fb6f217,life,0.3,10682
2019-01-04 05:46:56,d4f0117c-5e95-44fb-af9f-34748db354cb,life,0.3,10683
2019-01-04 06:18:28,1b2f7625-4852-4760-8a2d-5da7c2791d51,mana,0.2,10684
2019-01-04 06:33:31,4f7ba561-f2e2-4e48-b8c9-af03251d7d3a,life,0.3,10685
2019-01-04 07:14:38,3e314dd9-32bf-4ffc-a9dd-fb12046b12e0,life,0.3,10686
2019-01-04 07:15:02,faf27503-3409-411e-b0c4-5399ee986343,life,0.3,10687
2019-01-04 07:36:27,69bd770b-8eeb-48b8-8272-fb024f2cbc78,mana,0.2,10688
2019-01-04 08:28:06,29f39756-4bba-4c99-ab5d-c1cffec41ca4,life,0.3,10689
2019-01-04 08:28:48,5c3836fc-f593-465d-a97c-b47c791dac77,mana,0.2,10690
2019-01-04 09:18:00,8544317d-0e98-470f-b98b-753611caaae3,life,0.3,10691
2019-01-04 10:10:40,e65ca31f-af44-4234-adb5-71a0eefc62c4,life,0.3,10692
2019-01-04 10:11:31,e46f123d-2f3d-4e33-a19a-e29a6ba67e70,mana,0.2,10693
2019-01-04 10:43:06,e144e482-a98a-489e-a210-eb3c765fd6a2,mana,0.2,10694
2019-01-04 10:45:57,0ec79816-1c4b-4cc7-9e91-a3de5fb70b30,life,0.3,10695
2019-01-04 10:55:47,4eced9e5-dd50-4fd3-b60a-30c2c8f089ec,life,0.3,10696
2019-01-04 10:57:39,ff6fb77c-447b-4d32-9e93-e2dc685c26b2,mana,0.2,10697
2019-01-04 11:07:55,66872958-2325-44a0-b4d4-cb59721a6a99,life,0.3,10698
2019-01-04 11:34:14,0bfa42b6-c7d2-424a-b758-65168fde3a14,life,0.3,10699
2019-01-04 11:34:18,b07973ad-6645-46d6-890b-fbdc8b78d333,armour,0.1,10700
2019-01-04 11:50:07,7dbea496-3a24-48ec-bf2d-2fcefa1986cc,life,0.3,10701
2019-01-04 12:10:25,9876621f-9a5c-421a-b55a-4b33cc9ec428,life,0.3,10702
2019-01-04 12:25:29,f254e0f2-3f93-4c1f-90eb-50cd03377193,armour,0.1,10703
